Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-02-21,59.13363498390472,59.4448131165585,58.987193286615096,59.0238037109375,20655900,0.0,0
2017-02-22,58.87737485732338,58.932287007911,58.62110884428098,58.90483093261719,19292700,0.0,0
2017-02-23,58.9597472247492,59.243476315740715,58.749245977560214,59.142799377441406,20273100,0.0,0
2017-02-24,59.06042416304851,59.30754282350158,58.70348119370575,59.142799377441406,21796800,0.0,0
2017-02-27,59.06958793720733,59.06958793720733,58.62112231135677,58.785865783691406,15871500,0.0,0
2017-02-28,58.64858252439276,58.75840685853447,58.35570250410582,58.55705642700195,23239800,0.0,0
2017-03-01,58.69433510112926,59.48144201167041,58.59365814866051,59.43568420410156,26937500,0.0,0
2017-03-02,59.20687424479824,59.26178640699629,58.46552863285468,58.584510803222656,24539600,0.0,0
2017-03-03,58.5662116418882,58.83162859980749,58.22757031361808,58.80417251586914,18135900,0.0,0
2017-03-06,58.547881027449534,59.08786906462768,58.40144282435532,58.82244873046875,18750300,0.0,0
2017-03-07,58.74924487728963,59.289233006485915,58.74924487728963,58.941444396972656,18521000,0.0,0
2017-03-08,58.81331648286221,59.563812903097414,58.80416212892397,59.48143768310547,21510900,0.0,0
2017-03-09,59.664494032313954,59.673641404167554,59.01467451165137,59.24348449707031,19846800,0.0,0
2017-03-10,59.591268572090854,59.728555949315236,59.261781659842754,59.4265251159668,19538200,0.0,0
2017-03-13,59.49975254965147,59.66449602396143,59.09704472739893,59.22517776489258,20100000,0.0,0
2017-03-14,59.06042015715352,59.078728862543734,58.71263156471626,58.95059585571289,14280200,0.0,0
2017-03-15,59.078734609798225,59.417368882483146,58.80415986403535,59.26177978515625,24833800,0.0,0
2017-03-16,59.261794520007925,59.27094887586972,58.84993928168578,59.16111755371094,20674300,0.0,0
2017-03-17,59.40822679840015,59.7102506663456,59.1977185435519,59.37161636352539,49219700,0.0,0
2017-03-20,59.40822339094238,59.65533508376542,59.234325580943086,59.4265251159668,14598100,0.0,0
2017-03-21,59.66449731612118,59.948219479183614,58.694338176295304,58.76755905151367,26640500,0.0,0
2017-03-22,58.68519397017381,59.618735740030786,58.68519397017381,59.51805877685547,20680000,0.0,0
2017-03-23,59.4356828788746,59.7102506663456,59.28008678497525,59.37161636352539,19269200,0.0,0
2017-03-24,59.82007484012767,59.902443071732336,59.27093234791965,59.472286224365234,22617100,0.0,0
2017-03-27,59.15195509690294,59.69195029515433,58.895689029689386,59.58211898803711,18614700,0.0,0
2017-03-28,59.453984925288616,59.92075924404872,59.17026278188861,59.75601577758789,20080400,0.0,0
2017-03-29,59.60042851995972,59.94821718987509,59.44483242038087,59.92076110839844,13618400,0.0,0
2017-03-30,59.87498717728795,60.387526223275415,59.820075022717226,60.14040756225586,15122800,0.0,0
2017-03-31,60.085502784223955,60.57973318421277,59.90245060863929,60.27770233154297,21040300,0.0,0
2017-04-03,60.23194925224053,60.35093493518535,59.66450485442201,59.99399185180664,20400900,0.0,0
2017-04-04,59.84753672564955,60.23193580922928,59.74685977765586,60.158721923828125,12997400,0.0,0
2017-04-05,60.68043377942023,60.72619160410118,59.89332657452372,60.003150939941406,21448600,0.0,0
2017-04-06,60.03973626743941,60.46074578508288,59.929911947974524,60.158721923828125,18103500,0.0,0
2017-04-07,60.26854610810957,60.36922305587744,59.89330137956903,60.11295700073242,14108500,0.0,0
2017-04-10,60.04889836780716,60.24109793439033,59.820088362437595,59.975677490234375,17952700,0.0,0
2017-04-11,60.03972160098672,60.04887595294801,59.3532918411064,59.92989730834961,18791500,0.0,0
2017-04-12,59.874978744217735,59.95735394719736,59.5912566752622,59.701087951660156,17108500,0.0,0
2017-04-13,59.75600555757996,60.27769194836135,59.444820404052734,59.444820404052734,17896500,0.0,0
2017-04-17,59.527189614747954,59.9390446775863,59.499733541588675,59.92989730834961,16689300,0.0,0
2017-04-18,59.79261821109392,60.14040682364657,59.63702911990396,59.847530364990234,15155600,0.0,0
2017-04-19,60.08549564089198,60.17701822644028,59.3899114218186,59.527198791503906,26992800,0.0,0
2017-04-20,59.91160123708181,60.177021638127684,59.61872475708742,59.948211669921875,22299500,0.0,0
2017-04-21,60.10380249586176,61.04649847466435,59.90244860083086,60.77193069458008,32522600,0.0,0
2017-04-24,61.760398348027465,61.92514182753828,61.41260267865626,61.806156158447266,29770000,0.0,0
2017-04-25,62.144784213782245,62.27291722798324,61.87020947893692,62.1630859375,30242700,0.0,0
2017-04-26,62.30951746407726,62.52001867465774,61.88850806019187,62.08070755004883,26190800,0.0,0
2017-04-27,62.3736160528736,62.58411737176022,61.85192945978203,62.48344039916992,34971000,0.0,0
2017-04-28,63.06919558871656,63.279696891195904,61.95260160354882,62.65733337402344,39548800,0.0,0
2017-05-01,62.85868144164138,63.654942729611,62.69393796767273,63.52680969238281,31954400,0.0,0
2017-05-02,63.80136160673786,63.80136160673786,63.27052088027553,63.426116943359375,23906100,0.0,0
2017-05-03,63.49935267870128,63.49935267870128,62.88614351600062,63.22478485107422,28928000,0.0,0
2017-05-04,63.17901121985329,63.224776009421575,62.82206820594548,62.977657318115234,21749400,0.0,0
2017-05-05,63.06003151275091,63.17901018786791,62.68477979605466,63.151554107666016,19128800,0.0,0
2017-05-08,63.124120518695484,63.19734141380686,62.620735593215905,63.09666442871094,18566100,0.0,0
2017-05-09,63.02343170968762,63.40783086281135,62.85868821795923,63.188175201416016,22858400,0.0,0
2017-05-10,63.14238435078341,63.664070695541525,63.07831785169819,63.43526077270508,17977800,0.0,0
2017-05-11,62.56581076500078,62.904452099384805,62.346155106800936,62.65733337402344,28789400,0.0,0
2017-05-12,62.794603227589675,62.794603227589675,62.2729168209737,62.5840950012207,18714100,0.0,0
2017-05-15,62.36444334236502,62.675628524987076,61.84275690280761,62.62986373901367,31530300,0.0,0
2017-05-16,62.804767774148644,63.91855507838912,62.74033403002734,63.89094161987305,34956000,0.39,0
2017-05-17,63.412276682313454,63.605577889536484,62.068368034893496,62.11439514160156,30548800,0.0,0
2017-05-18,62.04076240596043,62.712713303056894,61.8014340618398,62.32611083984375,25201300,0.0,0
2017-05-19,62.132806519283015,62.68509672823755,62.06837277861751,62.307701110839844,26961100,0.0,0
2017-05-22,62.491800843638124,63.05329792714524,62.13281182601903,63.00727081298828,16237600,0.0,0
2017-05-23,63.255799164636464,63.283412621049145,62.942830272207374,63.21897888183594,15425800,0.0,0
2017-05-24,63.3938577844678,63.403057585828556,63.00724842209298,63.30180358886719,14593900,0.0,0
2017-05-25,63.48591885637087,64.32355744227846,63.430691945118916,64.08423614501953,21854100,0.0,0
2017-05-26,64.24991981380586,64.63652221347441,63.992177857943275,64.3971939086914,19827900,0.0,0
2017-05-30,64.24072039287651,64.8114242553711,64.22230673967451,64.8114242553711,17072800,0.0,0
2017-05-31,64.9218884985473,65.11518975167213,64.25913733197523,64.28675079345703,30436400,0.0,0
2017-06-01,64.65493712417755,64.99551948527659,63.927752313885726,64.52606964111328,21603600,0.0,0
2017-06-02,64.83904340167508,66.14613198366557,64.65494196725636,66.05408477783203,34770300,0.0,0
2017-06-05,66.24736648297936,67.09421176334678,66.1000853788722,66.53271484375,33316800,0.0,0
2017-06-06,66.55113820760936,66.84569343607032,66.52351772949532,66.7536392211914,31511100,0.0,0
2017-06-07,66.86410894902808,66.98376961241806,66.22897130028166,66.63398742675781,22301800,0.0,0
2017-06-08,66.74445807905884,66.75365788491844,65.8147650263026,66.2289810180664,24588300,0.0,0
2017-06-09,66.31181373855514,66.34863402209362,63.136132755184995,64.72857666015625,49187400,0.0,0
2017-06-12,63.743649933896066,64.37878746571604,62.712703175728166,64.23150634765625,47761700,0.0,0
2017-06-13,64.45242273451245,65.18881429910559,64.39719582513061,65.03233337402344,25258600,0.0,0
2017-06-14,65.27168912410424,65.44657675158082,63.90936626375415,64.68257141113281,25510700,0.0,0
2017-06-15,63.76206168060082,64.62732076178284,63.32943916276062,64.34197235107422,26068700,0.0,0
2017-06-16,64.1854928622621,64.46163445288049,63.71604302863457,64.43402099609375,48345100,0.0,0
2017-06-19,64.89425807074613,65.29927412726211,64.75618377668386,65.2348403930664,23798300,0.0,0
2017-06-20,65.18882738536183,65.23485450091998,64.31436837177182,64.35118865966797,21512200,0.0,0
2017-06-21,64.6273444785353,65.00474724529397,64.37881625909313,64.68257141113281,19891100,0.0,0
2017-06-22,64.93109008590318,64.97711017707444,64.16708494039412,64.67335510253906,22965700,0.0,0
2017-06-23,64.51687397924796,65.58464133541942,64.3603930116977,65.54782104492188,27617300,0.0,0
2017-06-26,65.7227003302258,66.00804873654445,64.83903463277873,64.921875,19607000,0.0,0
2017-06-27,64.53527938857995,64.59971313302823,63.67922705648052,63.70684051513672,25215100,0.0,0
2017-06-28,63.706840895215215,64.28674459870949,63.320238426219035,64.24993133544922,25806200,0.0,0
2017-06-29,63.8633223284088,63.964576360021745,62.675894430835534,63.044090270996094,28918700,0.0,0
2017-06-30,63.31102238293058,63.863312547207805,63.27420210227871,63.4490966796875,24161100,0.0,0
2017-07-03,63.817286315939604,64.065814407961,62.6114450646883,62.74951934814453,16165500,0.0,0
2017-07-05,62.83237523592351,63.91854897798316,62.795554953832415,63.58717346191406,21176300,0.0,0
2017-07-06,62.84157676044367,63.311026591523635,62.7035094772592,63.11772537231445,21117600,0.0,0
2017-07-07,63.23739828803371,64.28675198022711,63.23739828803371,63.93696975708008,16878300,0.0,0
2017-07-10,63.936947057273294,64.66413173013575,63.69761876706227,64.41560363769531,15014500,0.0,0
2017-07-11,64.4340115126575,65.05994219111903,64.20389004296943,64.4248046875,17460000,0.0,0
2017-07-12,65.0691614858765,65.61224488749475,64.94029399997552,65.49258422851562,17750900,0.0,0
2017-07-13,65.8147576649268,66.31182101309842,65.63986305462055,66.06328582763672,20269800,0.0,0
2017-07-14,66.49591001989297,67.4440095239639,66.23817505056316,66.99297332763672,25868100,0.0,0
2017-07-17,67.01136855812061,67.60967870553745,66.93772800920033,67.51763153076172,21803900,0.0,0
2017-07-18,67.27832565019152,67.55447428917769,66.88252336919713,67.47163391113281,26435300,0.0,0
2017-07-19,67.65572316144092,68.15278646005102,67.60969605087013,67.98709869384766,22416200,0.0,0
2017-07-20,68.2816764080807,68.39213729614332,67.45323730449451,68.31849670410156,42361000,0.0,0
2017-07-21,67.60969953905519,68.38291149548023,67.351964561164,67.92266845703125,46717100,0.0,0
2017-07-24,67.68335371815897,67.88586181943027,67.31515780882505,67.74778747558594,21394800,0.0,0
2017-07-25,67.93187403553775,68.401316869746,67.65572540844357,68.29086303710938,22018700,0.0,0
2017-07-26,68.42892204976798,68.46574233044298,67.94106562063747,68.1619873046875,16252200,0.0,0
2017-07-27,67.89504836635153,68.50256546593094,66.56954629781352,67.34275817871094,36844200,0.0,0
2017-07-28,66.89171744878733,67.48082794030313,66.77205679426885,67.2322998046875,18306700,0.0,0
2017-07-31,67.4716239788974,67.60049145205377,66.65239203265305,66.91932678222656,23600100,0.0,0
2017-08-01,67.28753335502493,67.58208862983393,66.72603626511531,66.80888366699219,22132300,0.0,0
2017-08-02,66.78127747648168,66.79047728221808,65.75953721954373,66.51433563232422,26499200,0.0,0
2017-08-03,66.44989096386614,66.68001247902262,66.13692205142264,66.41307067871094,18214400,0.0,0
2017-08-04,66.64320491885874,67.23231554832523,66.49592375011578,66.90093994140625,22579000,0.0,0
2017-08-07,67.01137661327942,67.10342379911975,66.51431338244149,66.64318084716797,18705700,0.0,0
2017-08-08,66.35782243089758,67.31512857025525,66.0448606086892,67.00216674804688,22044600,0.0,0
2017-08-09,66.5051030720972,66.74443136094112,66.32100871006327,66.70761108398438,22213400,0.0,0
2017-08-10,66.18293152994077,66.44987325912916,65.67666152238529,65.73189544677734,24734500,0.0,0
2017-08-11,65.91599004588346,66.9193162174526,65.61222804022053,66.73522186279297,21443700,0.0,0
2017-08-14,67.25069949117277,67.85822357311643,67.14944547751548,67.73855590820312,20096600,0.0,0
2017-08-15,68.09946230864571,68.09946230864571,67.59050192817249,67.75707244873047,19181400,0.39,0
2017-08-16,67.86810778336081,68.57140624903889,67.71079315793052,68.15498352050781,18150400,0.0,0
2017-08-17,68.09021360297629,68.35857761210822,66.99825286865234,66.99825286865234,22977500,0.0,0
2017-08-18,66.87794836051415,67.40542050561795,66.56331907333548,67.08153533935547,18761500,0.0,0
2017-08-21,67.06303899373484,67.07229487397143,66.350484479045,66.76691436767578,17734800,0.0,0
2017-08-22,66.95198244944112,67.77557919819667,66.95198244944112,67.70155334472656,14343700,0.0,0
2017-08-23,67.51647952597388,67.6923059528662,67.11856139049048,67.29438781738281,13766500,0.0,0
2017-08-24,67.31286682654056,67.42391616853564,66.69285721910688,67.2666015625,17098300,0.0,0
2017-08-25,67.42392593755827,67.87736512778064,67.07228022720552,67.38690948486328,12794300,0.0,0
2017-08-28,67.60902267418916,67.63678325751047,67.13707863738941,67.39618682861328,14569700,0.0,0
2017-08-29,66.85942428622604,67.70153253462729,66.67434911918834,67.59973907470703,11478400,0.0,0
2017-08-30,67.56276859459305,68.67323447263844,67.39619800686926,68.4881591796875,16897800,0.0,0
2017-08-31,68.50665740561686,69.36727085076545,68.29382154487008,69.19144439697266,27652800,0.0,0
2017-09-01,69.13589475637512,69.16365533024347,68.14572761412849,68.42334747314453,21736200,0.0,0
2017-09-05,67.86812162083632,68.37708911296102,67.5349876061893,68.11798095703125,21556000,0.0,0
2017-09-06,68.23825898274225,68.51587881640815,67.877357435076,67.92362976074219,16535800,0.0,0
2017-09-07,68.18274895819249,69.03410623201688,68.10871604912077,68.79350280761719,17471200,0.0,0
2017-09-08,68.78425809612372,68.88605158713358,68.33081179610986,68.46037292480469,14703800,0.0,0
2017-09-11,68.7657372648975,69.34873755651945,68.7657372648975,69.18216705322266,17910400,0.0,0
2017-09-12,69.18217194704732,69.62635528048202,68.8212703410691,69.10813903808594,14394900,0.0,0
2017-09-13,69.33950174645723,69.61712168568826,68.98785594224383,69.5986099243164,13380800,0.0,0
2017-09-14,69.40428731788863,69.85772668485146,68.96009677257969,69.19144439697266,15733900,0.0,0
2017-09-15,69.24697858601603,69.76519504999143,68.54367977049954,69.691162109375,38578400,0.0,0
2017-09-18,69.61711468443468,70.30190152279033,69.44128826992632,69.55233764648438,23307000,0.0,0
2017-09-19,69.5985966599583,70.06129176371564,69.41352144252217,69.81143951416016,16093300,0.0,0
2017-09-20,69.72815358276625,69.913235867957,68.76574688027623,69.34874725341797,21587900,0.0,0
2017-09-21,69.50605506568837,69.62635324410714,68.58066491123657,68.67320251464844,19186100,0.0,0
2017-09-22,68.46962235674748,68.95082923858644,68.3400682870602,68.85829162597656,14111400,0.0,0
2017-09-25,68.56216651250273,68.71023235494283,67.4794615152894,67.79409790039062,24149200,0.0,0
2017-09-26,68.17350426634943,68.30305834840053,67.54423855631495,67.79409790039062,18019600,0.0,0
2017-09-27,68.06246737475908,68.63620490956774,67.71081450099273,68.34008026123047,19565100,0.0,0
2017-09-28,68.05320865582826,68.45112679732802,67.84036576425797,68.35858917236328,10883800,0.0,0
2017-09-29,68.42335165265553,68.97858434443664,68.3678234413607,68.93231201171875,17079100,0.0,0
2017-10-02,69.1358801704255,69.41349997087066,68.75647397399288,69.04334259033203,15304800,0.0,0
2017-10-03,69.09890409877246,69.29323524856002,68.65472063073487,68.71949768066406,12190400,0.0,0
2017-10-04,68.56216131614636,69.14516170135842,68.21051555725447,69.11740112304688,13317700,0.0,0
2017-10-05,69.60785248648794,70.44070508465768,69.36724905586847,70.30189514160156,21195300,0.0,0
2017-10-06,70.02429322602907,70.35743435079195,69.90399500993034,70.32967376708984,13959800,0.0,0
2017-10-09,70.30189786568802,70.83862590087998,70.20010437418033,70.5980224609375,11386500,0.0,0
2017-10-10,70.63503891786459,70.91265175456691,70.45921251250272,70.5980224609375,13944500,0.0,0
2017-10-11,70.66278635013876,70.75532394515812,70.28337303234366,70.71830749511719,15388900,0.0,0
2017-10-12,70.7831037050039,71.52341878616974,70.67206138494652,71.36610412597656,16876500,0.0,0
2017-10-13,71.80102607728162,72.06014127770906,71.52341323850318,71.70848846435547,15335700,0.0,0
2017-10-16,71.6436940529761,72.00459559797288,71.57891703362196,71.85653686523438,12380100,0.0,0
2017-10-17,71.68999069783794,71.82880066073292,71.48640369361436,71.80103302001953,16824000,0.0,0
2017-10-18,71.87506309004043,72.04163362687234,71.59745023543236,71.81954193115234,13300700,0.0,0
2017-10-19,71.78250877964106,72.11564977583681,71.57892183083632,72.0971450805664,15092800,0.0,0
2017-10-20,72.47656866037079,73.07807377277213,72.38403104157852,72.93000793457031,22866400,0.0,0
2017-10-23,73.09657561795532,73.42046080116401,72.88373980906138,72.94851684570312,20627200,0.0,0
2017-10-24,73.01329667192154,73.2909095280638,72.60612267737824,72.97628021240234,17517200,0.0,0
2017-10-25,72.7171777102934,73.19837760112455,72.18970547642326,72.76344299316406,20410800,0.0,0
2017-10-26,73.29091022437672,73.49449722358257,72.87448740612314,72.88374328613281,32120700,0.0,0
2017-10-27,78.07517676331811,79.76863552969526,77.37187820701817,77.55695343017578,71066700,0.0,0
2017-10-30,77.45516266440436,78.03816305217958,76.90918579476384,77.63098907470703,31756700,0.0,0
2017-10-31,78.06592938580965,78.06592938580965,76.90919146468299,76.97396850585938,27086600,0.0,0
2017-11-01,77.43666367431004,77.51069659570246,76.69634858072178,76.97396850585938,22307400,0.0,0
2017-11-02,77.13129045999723,78.15847439587196,76.91845461608439,77.77906799316406,23992900,0.0,0
2017-11-03,77.80677592946421,78.2324543894295,77.1775105842625,77.86229705810547,17633500,0.0,0
2017-11-06,77.9178728642218,78.380568088024,77.80683052901733,78.16773223876953,19860900,0.0,0
2017-11-07,78.44533063631981,78.56563589077798,77.66800619290169,77.98263549804688,17939700,0.0,0
2017-11-08,77.86233722934595,78.29727178853366,77.57546850314449,78.2509994506836,18034200,0.0,0
2017-11-09,77.83456705477636,77.98262580934149,76.71484580649219,77.81605529785156,21178400,0.0,0
2017-11-10,77.53845487377464,77.82532361044208,77.02023855975143,77.61248779296875,19397800,0.0,0
2017-11-13,77.41815462651402,77.67726277666893,77.23307233342655,77.66800689697266,14196900,0.0,0
2017-11-14,77.2701004356879,77.82533327828186,76.78890052148475,77.77906799316406,18801300,0.0,0
2017-11-15,77.63026185591838,77.8348713218587,76.90483345531241,77.17454528808594,19383100,0.42,0
2017-11-16,77.28611753891276,77.58372926551588,77.13731522342283,77.37911987304688,20962800,0.0,0
2017-11-17,77.30472954015737,77.30472954015737,76.48629189323808,76.63510131835938,22079000,0.0,0
2017-11-20,76.6351172309877,76.81181959048007,76.49561013987501,76.75601959228516,16315000,0.0,0
2017-11-21,76.95130724355326,77.97434716058228,76.95130724355326,77.86274719238281,21237500,0.0,0
2017-11-22,77.96504592608147,78.030148267756,77.23031544397001,77.29541778564453,20553100,0.0,0
2017-11-24,77.20241950505886,77.59303357560253,76.98850774511915,77.43492889404297,7425600,0.0,0
2017-11-27,77.48143998329073,78.1045706467626,77.47214471496443,78.00226593017578,18265200,0.0,0
2017-11-28,78.1882611660423,79.10899640818839,78.14175644754425,78.94158935546875,21926000,0.0,0
2017-11-29,78.78348482532955,78.97879187129453,77.3605284221391,77.50933074951172,27381100,0.0,0
2017-11-30,77.6674441155,78.60677700868658,77.50933232644351,78.28126525878906,33054600,0.0,0
2017-12-01,77.75115428562198,78.87649910882097,77.39774249593447,78.36498260498047,29532100,0.0,0
2017-12-04,78.51376989022184,78.52307225268858,75.05402899744045,75.4074478149414,39094900,0.0,0
2017-12-05,75.64924265204452,76.8954965227081,75.31443569857082,75.88175201416016,26152300,0.0,0
2017-12-06,75.84456787611994,77.32332423000248,75.7329608115232,76.98851013183594,26162100,0.0,0
2017-12-07,76.76531576031485,77.00712755901492,76.26309453022618,76.71881103515625,23184500,0.0,0
2017-12-08,77.77903915613358,78.66257910195718,77.50003214347102,78.27196502685547,24489100,0.0,0
2017-12-11,78.39285242685997,79.39729451065419,78.2347477735652,79.26708984375,22857900,0.0,0
2017-12-12,79.3415067198366,80.02973966426103,79.12760204178828,79.59262084960938,23924100,0.0,0
2017-12-13,79.74142964701062,79.98324143346805,79.2113084469161,79.37871551513672,22062700,0.0,0
2017-12-14,79.45310307534183,79.86232184164838,78.61606791499794,78.76487731933594,19306000,0.0,0
2017-12-15,79.29501664953148,80.9969802556,78.94159778072388,80.77377319335938,53936700,0.0,0
2017-12-18,81.02489537061419,81.37830717879413,80.19716229953133,80.33666229248047,22283800,0.0,0
2017-12-19,80.3087507397813,80.3087507397813,79.30430836130608,79.82513427734375,23524800,0.0,0
2017-12-20,80.16923767565699,80.26224711145284,78.78348364890819,79.53681182861328,23674900,0.0,0
2017-12-21,80.02973486089735,80.07623248151435,79.42520902788863,79.5182113647461,17990700,0.0,0
2017-12-22,79.42521451977007,79.63911919977039,78.97879333811345,79.52751922607422,14145800,0.0,0
2017-12-26,79.34150959663738,79.54611901479731,79.08110019011534,79.42521667480469,9891200,0.0,0
2017-12-27,79.65773912603935,79.96465330351694,79.25782258752697,79.71353912353516,14678000,0.0,0
2017-12-28,79.89023114827235,79.91813114093382,79.56471940784877,79.72282409667969,10594300,0.0,0
2017-12-29,79.63911226546472,80.02973342626125,79.5182099392797,79.55541229248047,18717400,0.0,0
2018-01-02,80.10413648412788,80.27154353710341,79.51821534652544,79.93672943115234,22483800,0.0,0
2018-01-03,80.03904978661076,80.45757104870056,79.95534979156793,80.30876159667969,26061400,0.0,0
2018-01-04,80.53197084596634,81.52711811797573,80.51337321177594,81.01559448242188,21912000,0.0,0
2018-01-05,81.52709314709321,82.22462129340732,81.31318139348265,82.02001190185547,23407100,0.0,0
2018-01-08,82.02931690459795,82.38273574854432,81.47129574043808,82.10372161865234,22113000,0.0,0
2018-01-09,82.44782135555718,82.52222605450115,81.71309091863654,82.04790496826172,19484300,0.0,0
2018-01-10,81.7131209422427,82.0200351164381,81.29460677424915,81.67591857910156,18652200,0.0,0
2018-01-11,81.96422987202544,81.96422987202544,81.13649678644114,81.91773223876953,17808900,0.0,0
2018-01-12,82.46644734176206,83.49878983384684,82.26183789711463,83.33138275146484,24271500,0.0,0
2018-01-16,83.79639687620838,84.4381251714895,81.8526214537259,82.16883087158203,36599700,0.0,0
2018-01-17,82.84778023213777,83.96382290617986,82.540866013307,83.8336181640625,25621200,0.0,0
2018-01-18,83.51740250684159,84.32653090229672,83.38719777434017,83.7964096069336,24159700,0.0,0
2018-01-19,83.83359673764791,84.27071558687604,83.38718262037729,83.7033920288086,36875000,0.0,0
2018-01-22,83.70339102891143,85.2100546218566,83.46157924583085,85.20075225830078,23601600,0.0,0
2018-01-23,85.4704818725586,85.84249844055616,85.13566767092337,85.4704818725586,23412800,0.0,0
2018-01-24,86.07498004852832,86.89341055671913,85.17284246920941,85.39604949951172,33277500,0.0,0
2018-01-25,86.00060421112028,86.71673025924473,85.49838290262188,85.87039947509766,26383200,0.0,0
2018-01-26,86.60510902852499,87.47933959960936,86.10288784311523,87.47933959960938,29172200,0.0,0
2018-01-29,88.48377571789743,88.77208510010969,87.16312404345088,87.34912872314453,31569900,0.0,0
2018-01-30,86.77254268546687,87.10735691169144,85.65649289950949,86.25171661376953,38635100,0.0,0
2018-01-31,87.19102749577196,88.72559099882234,86.9678204521575,88.36287689208984,48756300,0.0,0
2018-02-01,88.15827836474568,89.34872553851825,87.03293354905053,87.66535949707031,47227900,0.0,0
2018-02-02,87.08873461870574,87.39564878012963,85.09845439504004,85.3588638305664,47867800,0.0,0
2018-02-05,84.22420144255739,86.71670245464273,81.84330749511719,81.84330749511719,51031500,0.0,0
2018-02-06,80.81096880233235,85.07984519787128,79.28570766245815,84.94033813476562,67998600,0.0,0
2018-02-07,84.15910594110348,85.34955301165711,82.95935650716682,83.3406753540039,41107600,0.0,0
2018-02-08,83.43369007467923,83.59179479751721,78.83000580910075,79.06251525878906,55628700,0.0,0
2018-02-09,80.26226602571221,82.70826291720856,77.96507149443264,82.01073455810547,63499100,0.0,0
2018-02-12,82.53155005707332,83.49879019326326,81.77822173092423,82.8942642211914,35720300,0.0,0
2018-02-13,82.70824518594058,83.70338514776124,81.6573052379544,83.54528045654297,26407700,0.0,0
2018-02-14,82.70431641505027,85.02164040565049,82.610877196373,84.85344696044922,34960900,0.42,0
2018-02-15,85.22722138550213,86.63817728561028,84.67592493762616,86.58211517333984,27823900,0.0,0
